Gender,Race,Age,VisaStatus,VisaLabel,EducationLevel,EducationLabel,UniversityTier,CS_Degree,YearsExperience,AlgorithmSkill,SystemDesignSkill,NumLanguages,GitHubScore,PastCompanyTier,PastCompanyLabel,EthnicNameSignal,HasReferral,LinkedInScore,InterviewerType,ResumeScore,TechInterviewScore,CultureFitScore,OverallInterviewScore,HireProbability,Hired,TotalBiasEffect
Female,White,34,0,Citizen,2,Master,2,1,9.7,59.7,45.5,4,29.6,3,Average Company,0,1,61.8,2,96.4,59.6,57.3,67.9,0.7609,1,0.12
Male,White,28,0,Citizen,1,Bachelor,3,1,8.4,57.4,67.8,7,67.3,1,FAANG,0,1,45.2,1,91.9,51.7,54.8,63.0,0.8164,1,0.27
Male,Black,30,0,Citizen,2,Master,1,1,2.1,64.8,36.1,2,25.3,3,Average Company,0,0,62.7,2,60.9,35.5,63.4,53.0,0.3691,0,-0.03
Female,White,36,0,Citizen,2,Master,3,1,0.7,39.5,32.5,5,26.4,4,No Experience,0,1,77.7,1,63.2,9.7,57.2,42.1,0.229,0,0.12
Male,Asian,35,1,Green Card,1,Bachelor,2,1,4.7,48.3,43.8,6,41.2,4,No Experience,1,0,64.7,1,51.1,60.7,54.4,55.8,0.3506,0,0.2
Male,Asian,25,2,H1B,1,Bachelor,1,1,4.9,38.2,27.2,2,21.3,1,FAANG,1,1,69.8,1,68.2,28.9,62.1,52.0,0.5525,1,0.12
Male,White,31,0,Citizen,2,Master,2,0,4.5,54.7,52.6,4,32.8,3,Average Company,0,1,61.4,1,57.9,46.6,49.0,50.4,0.4417,0,0.27
Female,Asian,25,3,Needs Sponsorship,4,Self-taught/Bootcamp,4,1,0.7,23.6,48.9,3,20.0,4,No Experience,1,1,75.9,1,48.4,29.9,50.0,42.6,0.1571,0,-0.25
Male,White,38,0,Citizen,1,Bachelor,2,0,7.8,33.9,57.7,5,48.5,3,Average Company,0,1,83.2,1,75.4,49.4,67.2,63.0,0.6438,1,0.27
Male,White,42,0,Citizen,4,Self-taught/Bootcamp,4,0,0.2,32.5,44.3,1,2.3,4,No Experience,0,0,37.6,1,45.1,18.3,57.3,40.6,0.1319,1,0.27
Male,White,26,0,Citizen,2,Master,1,0,15.8,81.8,87.1,3,40.4,4,No Experience,0,1,40.9,2,100.0,71.4,64.4,75.8,0.9298,1,0.27
Male,Asian,31,1,Green Card,2,Master,3,0,10.4,77.2,84.8,3,29.8,3,Average Company,0,1,83.3,1,89.7,72.9,43.5,65.3,0.7415,1,0.2
Male,White,38,0,Citizen,2,Master,3,0,20.0,92.1,71.7,2,36.1,3,Average Company,0,1,72.6,0,100.0,60.6,74.1,75.9,0.9442,1,0.27
Male,White,32,0,Citizen,1,Bachelor,2,1,4.1,49.2,24.8,5,24.2,3,Average Company,0,1,83.2,0,58.7,32.4,57.1,48.9,0.3337,1,0.27
Male,White,35,1,Green Card,1,Bachelor,2,1,4.2,45.6,47.9,5,52.3,1,FAANG,0,1,75.5,2,80.4,26.9,84.4,63.3,0.6351,0,0.27
Male,White,32,0,Citizen,1,Bachelor,3,1,2.2,34.2,48.8,1,27.8,3,Average Company,0,1,84.3,1,59.0,33.8,76.2,57.1,0.4307,0,0.27
Male,Black,24,0,Citizen,1,Bachelor,3,1,0.5,53.6,54.0,2,51.6,4,No Experience,0,1,53.2,1,63.4,41.1,48.9,49.8,0.2327,1,-0.03
Male,White,32,0,Citizen,4,Self-taught/Bootcamp,4,1,6.3,37.8,37.5,8,53.8,2,Well-known Tech,0,1,84.5,2,69.8,13.8,68.6,49.7,0.4286,0,0.27
Male,Asian,39,2,H1B,1,Bachelor,2,1,3.0,72.6,46.3,7,18.3,3,Average Company,1,0,44.3,0,67.2,34.6,42.4,45.9,0.1881,0,0.12
Male,White,34,0,Citizen,4,Self-taught/Bootcamp,4,1,2.0,45.7,53.5,1,31.0,3,Average Company,0,1,79.2,1,62.6,42.2,59.2,54.1,0.3707,1,0.27
Male,Black,43,0,Citizen,2,Master,3,1,9.4,46.6,76.4,3,23.4,3,Average Company,1,0,74.3,2,84.6,43.6,50.7,56.7,0.4628,1,-0.03
Female,White,21,0,Citizen,1,Bachelor,1,1,0.0,43.8,16.4,2,7.2,4,No Experience,0,0,92.7,1,41.2,29.0,62.3,45.4,0.1634,0,0.12
Female,Hispanic,34,0,Citizen,1,Bachelor,2,0,2.9,38.3,53.9,3,17.5,4,No Experience,1,0,89.5,1,74.0,37.5,28.6,43.1,0.1249,0,-0.24
Male,White,27,0,Citizen,2,Master,2,0,4.8,35.6,51.1,4,8.1,3,Average Company,0,0,66.7,1,61.3,29.9,59.7,49.7,0.3676,0,0.27
Male,Asian,25,0,Citizen,2,Master,3,0,0.0,74.2,32.5,2,23.8,4,No Experience,1,0,90.9,1,33.8,42.2,58.8,46.8,0.2723,0,0.2
Male,Asian,41,3,Needs Sponsorship,1,Bachelor,3,1,5.9,59.5,51.0,1,20.9,3,Average Company,0,0,64.6,2,66.4,58.3,45.2,55.1,0.2744,1,-0.1
Male,Asian,30,3,Needs Sponsorship,4,Self-taught/Bootcamp,4,1,0.8,32.1,34.3,3,25.8,4,No Experience,1,1,84.3,2,38.2,46.2,76.7,56.4,0.3043,0,-0.1
Male,Asian,29,0,Citizen,1,Bachelor,3,1,8.4,41.5,52.1,7,14.6,3,Average Company,0,0,85.1,1,64.1,33.5,69.5,55.6,0.3731,0,0.2
Male,White,34,0,Citizen,2,Master,3,1,6.5,70.8,49.1,3,16.7,2,Well-known Tech,0,0,97.0,0,70.1,55.4,70.8,65.2,0.6968,1,0.27
Female,Asian,21,2,H1B,2,Master,3,1,0.7,69.3,38.3,2,49.5,4,No Experience,1,1,89.9,2,60.1,43.5,49.7,50.1,0.3012,0,-0.03
Male,White,41,0,Citizen,3,PhD,2,1,3.8,75.4,54.9,3,8.1,1,FAANG,0,1,44.2,2,98.3,68.3,39.0,64.1,0.731,1,0.27
Male,Asian,45,1,Green Card,1,Bachelor,1,0,6.4,59.8,45.6,2,30.0,3,Average Company,1,1,53.3,1,78.6,57.5,26.7,50.4,0.4021,1,0.2
Female,Hispanic,38,0,Citizen,1,Bachelor,2,0,0.1,43.9,16.1,3,48.2,4,No Experience,0,0,82.8,1,42.8,28.4,60.2,44.7,0.1736,0,-0.24
Male,Hispanic,34,0,Citizen,1,Bachelor,3,1,3.5,73.0,29.4,3,34.3,3,Average Company,1,0,77.5,0,61.0,43.9,65.5,56.8,0.3207,0,0.03
Male,White,30,2,H1B,1,Bachelor,2,0,0.2,54.3,41.2,3,8.0,4,No Experience,0,0,85.8,1,42.2,42.6,73.6,54.9,0.3359,1,0.19
Female,White,24,0,Citizen,2,Master,3,0,4.3,57.2,31.9,1,53.0,3,Average Company,0,1,78.0,2,63.5,25.8,55.6,47.1,0.4182,0,0.12
Female,White,40,0,Citizen,1,Bachelor,2,0,9.6,58.9,49.3,6,37.0,3,Average Company,0,1,83.3,0,93.2,48.6,72.6,69.3,0.7674,0,0.12
Female,White,38,0,Citizen,2,Master,2,1,2.3,33.0,38.4,5,21.8,3,Average Company,0,1,76.1,2,71.7,35.8,50.5,50.6,0.3066,1,0.12
Male,White,35,0,Citizen,2,Master,2,0,2.6,43.1,45.9,5,61.1,4,No Experience,0,0,71.4,1,50.6,51.0,60.8,54.8,0.3325,0,0.27
Male,White,34,0,Citizen,1,Bachelor,3,1,17.0,50.5,68.1,2,21.4,2,Well-known Tech,0,0,85.5,1,100.0,45.9,90.6,77.3,0.871,1,0.27
Female,Hispanic,34,0,Citizen,2,Master,2,1,2.7,59.7,55.8,2,41.0,3,Average Company,0,0,64.5,0,76.1,39.2,56.6,55.4,0.281,0,-0.24
Male,Black,28,0,Citizen,2,Master,3,0,1.5,22.7,61.6,1,14.0,3,Average Company,1,0,92.1,0,57.7,37.2,74.5,57.2,0.3357,1,-0.03
Female,Black,49,0,Citizen,1,Bachelor,2,1,20.0,92.8,98.2,2,24.2,3,Average Company,1,1,61.6,1,100.0,94.8,37.3,73.1,0.8026,1,-0.65
Male,White,30,1,Green Card,1,Bachelor,3,1,5.1,89.9,57.7,3,19.0,2,Well-known Tech,0,0,61.8,0,71.3,78.0,57.2,68.0,0.4778,1,0.27
Male,Asian,29,2,H1B,1,Bachelor,2,1,3.9,48.6,37.6,1,7.7,2,Well-known Tech,0,1,43.3,2,74.7,23.8,64.3,52.7,0.4177,0,0.12
Female,Hispanic,39,0,Citizen,2,Master,3,0,4.8,46.2,34.6,4,19.0,4,No Experience,0,0,95.3,2,52.2,33.0,28.6,36.1,0.1089,0,-0.24
Male,Black,31,0,Citizen,1,Bachelor,2,1,7.0,45.0,59.4,3,53.5,4,No Experience,0,0,55.4,2,75.4,40.5,24.6,42.9,0.2051,1,-0.03
Male,White,31,0,Citizen,3,PhD,3,0,0.2,24.2,41.1,1,16.0,4,No Experience,0,1,89.4,1,55.3,19.9,63.6,46.2,0.3377,0,0.27
Male,White,41,0,Citizen,2,Master,1,1,1.0,64.4,35.8,6,43.0,3,Average Company,0,1,58.0,0,63.4,46.2,56.7,54.7,0.519,1,0.27
Male,Hispanic,36,0,Citizen,1,Bachelor,3,1,0.2,44.6,32.7,3,26.2,4,No Experience,1,0,82.4,1,50.7,32.7,48.6,43.5,0.1424,0,0.03
Male,White,37,0,Citizen,2,Master,3,0,1.6,55.5,40.6,3,41.5,3,Average Company,0,0,76.3,2,66.4,52.7,61.1,59.5,0.4777,0,0.27
Male,Black,22,0,Citizen,2,Master,2,1,6.4,63.6,54.8,4,41.8,3,Average Company,0,0,70.8,0,100.0,30.9,52.3,56.7,0.4682,1,-0.03
Male,White,34,0,Citizen,1,Bachelor,3,1,2.3,48.9,42.9,1,14.1,3,Average Company,0,1,41.4,0,65.0,22.6,46.5,42.7,0.2576,0,0.27
Female,White,24,0,Citizen,1,Bachelor,3,0,5.4,25.9,25.9,5,38.1,3,Average Company,0,0,93.3,0,46.6,24.8,59.6,44.2,0.187,0,0.12
Male,Asian,28,0,Citizen,1,Bachelor,2,1,1.6,55.0,30.9,4,21.7,4,No Experience,1,0,75.4,0,60.1,48.3,76.4,62.5,0.524,1,0.2
Female,White,33,2,H1B,1,Bachelor,3,1,18.2,97.8,84.5,3,7.7,3,Average Company,0,0,83.2,0,100.0,78.4,68.9,80.0,0.8564,1,0.04
Male,White,31,1,Green Card,2,Master,1,0,0.4,41.8,28.8,2,22.9,4,No Experience,0,0,92.4,1,59.6,21.8,61.7,47.2,0.1798,0,0.27
Male,White,36,0,Citizen,2,Master,3,1,3.9,47.0,61.7,9,47.9,3,Average Company,0,1,88.1,2,62.8,38.1,72.3,57.9,0.5078,1,0.27
Male,Hispanic,37,0,Citizen,2,Master,2,1,4.1,78.5,40.6,2,46.3,3,Average Company,1,1,87.9,1,74.4,53.2,85.6,71.5,0.6755,0,0.03
Female,White,37,0,Citizen,1,Bachelor,3,1,5.9,35.5,34.9,3,53.6,1,FAANG,0,0,74.3,1,57.9,31.8,48.2,44.9,0.285,0,0.12
Female,Asian,22,2,H1B,1,Bachelor,1,1,0.1,54.6,31.6,2,48.4,4,No Experience,0,0,62.3,1,66.0,21.3,43.3,41.3,0.1169,0,-0.03
Female,White,48,0,Citizen,2,Master,2,1,1.4,72.6,31.1,6,23.9,2,Well-known Tech,0,1,68.2,1,74.3,35.0,48.1,50.0,0.3292,1,-0.15
Male,Asian,31,2,H1B,2,Master,2,1,2.6,73.2,46.9,2,20.0,2,Well-known Tech,1,1,82.9,1,94.7,60.6,52.2,65.7,0.6333,1,0.12
Male,Hispanic,40,0,Citizen,2,Master,3,1,3.4,35.1,31.5,1,39.1,2,Well-known Tech,0,1,71.6,2,71.8,30.3,27.7,39.6,0.3356,0,0.03
Female,White,21,0,Citizen,1,Bachelor,2,1,0.3,46.1,27.1,7,33.9,4,No Experience,0,1,88.5,1,60.9,32.2,48.6,45.9,0.1831,0,0.12
Female,White,30,0,Citizen,1,Bachelor,3,1,7.6,49.1,66.3,1,24.1,1,FAANG,0,0,66.4,2,88.6,45.5,47.6,57.1,0.5037,1,0.12
Female,White,21,0,Citizen,1,Bachelor,1,1,0.6,26.1,36.0,5,6.8,4,No Experience,0,0,93.2,0,40.7,16.1,56.6,38.5,0.1369,0,0.12
Male,Asian,25,0,Citizen,1,Bachelor,2,1,3.9,52.1,58.8,1,28.7,2,Well-known Tech,1,0,44.6,2,65.2,62.6,57.5,61.2,0.4469,1,0.2
Female,White,32,1,Green Card,4,Self-taught/Bootcamp,4,0,1.8,52.7,56.6,1,30.1,3,Average Company,0,0,49.0,1,48.3,36.7,62.2,49.8,0.2211,1,0.12
Male,White,29,0,Citizen,1,Bachelor,3,1,3.1,54.3,34.4,1,30.9,4,No Experience,0,0,55.8,1,75.9,31.3,58.4,53.3,0.348,0,0.27
Male,White,41,0,Citizen,2,Master,2,1,0.2,91.3,30.6,2,25.6,4,No Experience,0,1,83.7,2,78.0,40.4,51.7,54.3,0.3664,1,0.27
Male,White,44,0,Citizen,2,Master,3,1,8.4,96.9,62.7,2,19.1,3,Average Company,0,0,75.1,0,78.4,73.6,69.1,73.0,0.7574,1,0.27
Male,White,25,0,Citizen,1,Bachelor,3,1,1.5,48.6,46.7,4,21.6,3,Average Company,0,1,55.8,1,60.6,58.5,56.8,58.4,0.3909,0,0.27
Female,Asian,28,3,Needs Sponsorship,1,Bachelor,2,1,1.5,46.4,23.2,2,48.1,3,Average Company,0,1,46.6,0,71.9,31.5,56.4,51.6,0.2215,0,-0.25
Female,Asian,24,3,Needs Sponsorship,2,Master,2,1,2.5,55.1,51.1,4,9.8,2,Well-known Tech,0,0,31.2,2,73.9,35.7,36.9,45.7,0.134,1,-0.25
Female,White,40,0,Citizen,1,Bachelor,2,1,1.4,65.1,33.6,1,34.6,3,Average Company,0,0,68.5,1,68.0,27.6,48.6,46.1,0.2056,0,0.12
Male,Black,33,0,Citizen,1,Bachelor,2,1,3.9,26.2,30.6,4,33.6,4,No Experience,0,0,68.2,1,49.5,5.4,66.0,40.7,0.1556,0,-0.03
Male,Black,32,0,Citizen,1,Bachelor,3,1,9.0,61.3,61.5,3,17.9,3,Average Company,1,0,92.5,1,68.0,45.0,52.7,53.8,0.4291,0,-0.03
Female,Asian,34,0,Citizen,2,Master,2,0,2.6,21.5,41.0,4,16.5,3,Average Company,1,0,56.4,2,49.0,19.3,73.1,48.3,0.1888,0,0.05
Male,Black,29,0,Citizen,2,Master,2,0,0.5,53.1,43.4,1,53.6,4,No Experience,1,0,77.3,2,57.7,32.8,37.2,40.8,0.1629,0,-0.03
Female,Black,26,0,Citizen,2,Master,3,1,9.4,69.5,68.2,2,52.2,3,Average Company,0,0,82.4,1,71.9,53.7,49.5,56.6,0.4153,1,-0.38
Male,Black,32,0,Citizen,4,Self-taught/Bootcamp,4,1,3.3,73.6,28.8,3,6.1,2,Well-known Tech,0,1,72.3,0,95.8,39.9,63.8,63.5,0.517,1,-0.03
Male,Asian,30,0,Citizen,2,Master,3,1,14.4,79.6,59.3,3,50.5,2,Well-known Tech,0,0,32.9,2,100.0,57.7,62.7,70.3,0.8523,1,0.2
Male,White,34,3,Needs Sponsorship,3,PhD,3,1,9.2,80.9,25.4,2,28.4,3,Average Company,0,0,39.6,0,95.7,41.4,58.8,61.9,0.5918,1,-0.03
Female,White,21,0,Citizen,2,Master,3,0,9.1,81.7,85.5,4,19.5,2,Well-known Tech,0,1,73.1,1,90.4,59.3,57.4,66.3,0.7685,1,0.12
Male,White,33,0,Citizen,1,Bachelor,3,1,0.6,53.9,38.8,1,15.7,4,No Experience,0,1,45.6,1,67.8,45.1,60.6,57.0,0.4041,0,0.27
Male,Black,27,2,H1B,2,Master,2,1,3.3,54.6,49.9,1,47.2,1,FAANG,1,0,82.7,1,74.2,57.6,59.0,62.3,0.5144,0,-0.11
Female,White,33,0,Citizen,2,Master,3,1,8.5,45.9,43.8,2,16.5,3,Average Company,0,0,32.3,2,70.0,37.6,64.3,56.4,0.4831,1,0.12
Male,Black,38,0,Citizen,2,Master,3,1,7.0,53.4,51.5,3,19.9,3,Average Company,0,0,83.1,1,74.1,52.2,68.2,64.1,0.4913,0,-0.03
Female,White,28,0,Citizen,2,Master,1,1,3.3,84.7,29.3,2,51.6,3,Average Company,0,0,79.0,1,80.1,37.3,61.4,57.7,0.4242,1,0.12
Male,Asian,40,1,Green Card,4,Self-taught/Bootcamp,4,1,20.0,68.3,95.5,3,6.2,1,FAANG,0,0,51.7,2,100.0,62.8,73.5,76.3,0.9206,1,0.2
Male,White,21,0,Citizen,1,Bachelor,3,0,11.3,48.9,62.1,4,32.0,3,Average Company,0,0,65.9,1,70.5,47.6,73.7,63.8,0.5859,1,0.27
Female,Black,42,0,Citizen,2,Master,2,1,2.5,73.6,36.1,3,24.1,3,Average Company,1,0,81.2,2,66.2,38.2,41.7,46.6,0.1496,0,-0.53
Male,Black,40,0,Citizen,2,Master,3,1,1.2,50.3,44.1,3,26.6,2,Well-known Tech,0,0,83.0,0,68.8,58.5,59.5,61.5,0.348,0,-0.03
Male,White,25,0,Citizen,2,Master,3,1,2.1,21.9,42.5,3,16.3,3,Average Company,0,1,55.2,1,65.8,31.5,72.0,56.3,0.4608,0,0.27
Male,White,25,0,Citizen,1,Bachelor,3,0,1.5,16.1,32.7,1,23.6,3,Average Company,0,1,78.7,1,44.2,13.0,57.1,38.5,0.208,0,0.27
Male,Asian,21,1,Green Card,2,Master,3,1,4.7,49.3,49.5,1,6.1,2,Well-known Tech,0,0,89.5,0,61.4,35.7,64.7,53.7,0.4261,0,0.2
Male,White,38,0,Citizen,2,Master,2,1,5.5,74.6,50.0,8,28.3,4,No Experience,0,0,69.8,1,78.7,50.7,82.5,70.4,0.6802,1,0.27
Male,Asian,29,3,Needs Sponsorship,1,Bachelor,3,0,0.7,49.7,28.6,1,3.4,4,No Experience,1,0,26.8,1,37.7,32.2,49.8,40.6,0.0983,0,-0.1
Female,Asian,29,2,H1B,2,Master,3,1,1.5,47.4,41.0,6,40.2,3,Average Company,1,1,29.9,0,68.8,29.4,47.0,46.3,0.2557,0,-0.03
Female,Asian,24,1,Green Card,2,Master,1,1,12.2,72.1,71.7,2,29.6,3,Average Company,1,0,93.7,2,84.4,53.8,46.8,58.6,0.5624,1,0.05
Male,Asian,44,2,H1B,1,Bachelor,2,1,4.6,57.3,18.4,1,23.7,2,Well-known Tech,1,0,37.9,0,61.2,43.0,48.8,49.9,0.3016,0,0.12
Male,Black,25,0,Citizen,4,Self-taught/Bootcamp,4,0,5.4,16.8,45.9,4,26.7,3,Average Company,1,0,97.5,1,28.9,22.9,53.5,36.6,0.1319,0,-0.03
Male,Black,32,0,Citizen,2,Master,2,1,0.2,25.0,23.9,1,9.9,4,No Experience,0,0,39.2,1,61.6,24.7,37.0,38.8,0.127,0,-0.03
Male,Hispanic,33,0,Citizen,3,PhD,2,1,2.4,61.2,35.2,3,48.5,3,Average Company,1,1,63.1,1,85.1,47.9,62.2,62.9,0.5905,1,0.03
Male,White,29,0,Citizen,1,Bachelor,3,0,13.4,58.6,72.5,4,18.0,2,Well-known Tech,0,1,49.3,1,93.8,55.6,71.9,71.7,0.8883,1,0.27
Male,White,27,0,Citizen,4,Self-taught/Bootcamp,4,0,7.0,62.0,60.0,6,28.3,4,No Experience,0,1,68.4,0,67.2,47.1,66.4,59.8,0.5627,1,0.27
Male,White,29,0,Citizen,1,Bachelor,3,1,6.8,21.3,29.9,5,29.3,3,Average Company,0,0,95.0,0,43.4,4.5,50.6,32.7,0.1612,0,0.27
Male,Black,35,0,Citizen,1,Bachelor,3,1,10.2,65.7,49.1,6,10.3,3,Average Company,1,0,73.6,1,67.2,44.4,42.8,49.4,0.2634,0,-0.03
Male,White,29,0,Citizen,1,Bachelor,2,1,1.0,31.3,49.7,5,0.8,3,Average Company,0,1,68.2,1,62.4,28.6,67.5,52.6,0.308,0,0.27
Female,Hispanic,43,1,Green Card,1,Bachelor,3,0,19.2,72.7,90.5,6,25.5,2,Well-known Tech,0,0,77.8,1,100.0,54.2,30.6,56.2,0.5472,0,-0.39
Female,White,26,0,Citizen,1,Bachelor,2,1,2.6,31.2,42.4,1,19.6,3,Average Company,0,0,74.2,2,50.5,35.9,35.6,39.4,0.0885,0,0.12
Male,Asian,37,2,H1B,1,Bachelor,3,0,8.3,68.4,51.9,3,35.2,2,Well-known Tech,1,1,71.1,2,79.7,49.5,66.0,63.6,0.6701,1,0.12
Female,White,21,0,Citizen,1,Bachelor,3,1,1.6,61.4,46.6,2,32.5,3,Average Company,0,0,62.9,0,60.9,58.5,76.6,66.3,0.5233,1,0.12
Male,White,26,0,Citizen,3,PhD,3,1,4.7,56.8,54.3,4,5.7,3,Average Company,0,1,98.4,0,75.3,44.8,51.7,55.2,0.5666,1,0.27
Female,White,26,0,Citizen,2,Master,3,1,0.3,25.1,58.0,3,35.0,4,No Experience,0,0,56.3,1,57.3,39.5,51.4,48.7,0.2677,0,0.12
Male,White,24,1,Green Card,2,Master,3,1,14.3,91.1,75.6,4,37.3,2,Well-known Tech,0,1,84.4,1,100.0,71.8,70.2,78.2,0.9142,1,0.27
Female,White,33,0,Citizen,2,Master,2,1,0.6,57.0,51.1,3,42.6,4,No Experience,0,1,92.9,0,70.6,57.3,67.6,64.7,0.5056,1,0.12
Male,Hispanic,31,0,Citizen,1,Bachelor,3,1,5.3,85.0,34.6,3,19.1,4,No Experience,1,0,42.0,1,74.5,41.7,44.3,51.0,0.2472,1,0.03
Male,White,21,0,Citizen,1,Bachelor,1,1,0.0,50.1,33.5,1,16.1,4,No Experience,0,1,57.8,0,61.2,39.4,50.7,49.4,0.3643,0,0.27
Male,Black,45,0,Citizen,1,Bachelor,2,0,3.2,65.7,38.3,3,35.6,3,Average Company,1,0,52.8,2,42.7,40.3,28.6,36.2,0.0969,0,-0.03
Male,White,33,2,H1B,2,Master,3,1,1.8,62.0,40.4,2,7.9,4,No Experience,0,1,87.2,2,70.9,13.9,62.5,47.6,0.3072,0,0.19
Male,White,32,0,Citizen,1,Bachelor,2,0,1.2,8.4,12.6,8,41.6,1,FAANG,0,0,64.5,2,48.9,16.1,62.0,42.7,0.3149,1,0.27
Male,Black,41,0,Citizen,2,Master,3,1,5.6,48.9,42.4,5,2.7,3,Average Company,0,0,77.8,1,68.1,36.4,66.6,56.4,0.4513,0,-0.03
Female,White,38,3,Needs Sponsorship,2,Master,2,0,2.6,33.0,56.1,3,19.7,4,No Experience,0,0,25.1,1,58.1,33.8,49.3,46.1,0.132,1,-0.18
Male,Asian,29,0,Citizen,2,Master,2,1,1.7,27.7,35.3,1,9.1,4,No Experience,1,0,88.6,1,52.2,5.1,64.5,40.6,0.1925,1,0.2
Male,Asian,21,1,Green Card,4,Self-taught/Bootcamp,4,1,2.7,52.5,41.6,3,47.3,3,Average Company,0,1,70.9,1,58.9,31.4,66.4,52.3,0.3787,0,0.2
Male,White,35,0,Citizen,3,PhD,3,0,1.7,57.0,23.4,1,37.2,3,Average Company,0,1,94.7,2,63.1,42.1,80.5,62.7,0.635,1,0.27
Female,Black,25,1,Green Card,2,Master,3,1,2.5,40.5,38.5,2,18.2,4,No Experience,0,0,76.9,0,56.8,24.2,61.5,47.3,0.1501,0,-0.38
Female,White,40,0,Citizen,1,Bachelor,3,1,0.8,51.5,53.5,4,36.3,4,No Experience,0,1,81.5,1,47.7,39.2,45.3,43.8,0.1991,0,0.12
Female,Asian,26,0,Citizen,1,Bachelor,3,1,11.6,42.8,74.9,2,25.9,2,Well-known Tech,0,1,69.4,2,99.3,48.0,66.6,68.3,0.7899,1,0.05
Male,Asian,28,3,Needs Sponsorship,2,Master,3,1,2.5,71.4,41.7,3,10.1,2,Well-known Tech,1,1,75.3,0,77.7,44.8,59.2,58.8,0.4465,0,-0.1
Male,Asian,22,0,Citizen,1,Bachelor,3,1,2.8,75.1,51.2,3,26.9,3,Average Company,1,1,58.6,2,50.9,76.1,66.3,65.9,0.4477,0,0.2
Male,White,23,0,Citizen,1,Bachelor,3,0,5.8,75.5,40.6,5,31.2,2,Well-known Tech,0,1,75.4,2,79.7,67.4,70.8,71.8,0.7597,1,0.27
Male,White,31,0,Citizen,2,Master,2,0,0.6,52.7,21.9,2,42.3,4,No Experience,0,1,83.9,1,68.9,32.1,76.6,59.1,0.5226,1,0.27
Male,Black,30,0,Citizen,1,Bachelor,3,1,1.0,37.7,27.6,6,63.0,4,No Experience,0,0,86.2,1,60.3,17.3,60.5,45.3,0.0944,1,-0.03
Male,Hispanic,28,1,Green Card,3,PhD,3,1,0.7,52.1,56.5,1,39.2,4,No Experience,1,0,76.2,2,46.5,23.6,65.6,46.1,0.2338,0,0.03
Male,Hispanic,46,0,Citizen,2,Master,3,0,2.9,47.0,39.4,4,10.5,4,No Experience,1,1,75.1,1,63.3,23.9,36.1,38.6,0.2361,1,-0.09
Male,White,36,0,Citizen,2,Master,3,1,4.0,85.0,44.3,5,38.2,3,Average Company,0,0,69.0,1,68.4,56.7,57.3,59.8,0.4819,1,0.27
Male,Asian,32,2,H1B,2,Master,3,0,5.6,68.0,66.6,5,19.1,2,Well-known Tech,0,0,47.8,1,65.9,57.7,56.2,59.2,0.4593,1,0.12
Female,Hispanic,21,0,Citizen,1,Bachelor,2,0,12.9,41.6,69.1,3,34.2,3,Average Company,0,0,79.8,0,94.6,48.4,73.0,69.8,0.5397,1,-0.24
Male,White,37,0,Citizen,4,Self-taught/Bootcamp,4,0,0.4,62.6,31.8,5,17.2,4,No Experience,0,0,64.1,1,33.9,38.7,74.2,51.7,0.265,0,0.27
Female,Asian,52,0,Citizen,1,Bachelor,2,1,5.0,44.9,23.7,2,60.5,3,Average Company,1,0,72.9,0,66.9,52.4,50.1,55.1,0.2159,0,-0.4
Male,White,30,0,Citizen,3,PhD,3,1,6.3,70.0,56.9,5,31.2,2,Well-known Tech,0,1,84.1,1,99.9,65.7,74.3,77.7,0.8355,0,0.27
Male,White,26,0,Citizen,4,Self-taught/Bootcamp,4,1,4.9,69.8,64.1,3,4.2,2,Well-known Tech,0,0,77.0,2,65.2,58.0,73.9,66.2,0.5848,1,0.27
Male,White,33,0,Citizen,1,Bachelor,2,1,8.7,58.5,54.7,3,44.6,3,Average Company,0,0,64.1,2,86.2,36.2,71.6,62.8,0.5907,0,0.27
Female,Black,21,0,Citizen,2,Master,2,1,3.3,49.8,54.0,5,15.4,3,Average Company,1,0,86.6,1,61.3,20.1,51.9,43.1,0.1515,1,-0.38
Male,Asian,35,2,H1B,2,Master,2,0,7.7,51.7,58.4,5,27.2,3,Average Company,1,1,91.2,1,68.2,39.4,73.2,60.1,0.6641,0,0.12
Female,Black,42,0,Citizen,4,Self-taught/Bootcamp,4,1,0.3,32.1,49.4,1,74.8,4,No Experience,1,0,48.2,1,37.8,30.2,41.2,36.5,0.0615,0,-0.53
Male,White,27,0,Citizen,1,Bachelor,3,1,4.6,40.8,29.3,2,4.3,2,Well-known Tech,0,1,58.2,0,74.9,41.0,61.4,57.7,0.6071,1,0.27
Male,White,27,0,Citizen,2,Master,3,1,12.7,68.6,79.5,8,13.2,3,Average Company,0,0,76.7,0,95.5,40.4,65.9,64.4,0.7538,0,0.27
Female,Black,31,2,H1B,2,Master,2,0,2.7,50.9,36.8,1,53.6,1,FAANG,0,0,83.5,0,77.7,22.8,55.1,49.4,0.2686,1,-0.46
Male,Black,28,0,Citizen,1,Bachelor,2,1,0.6,56.4,30.4,5,21.0,4,No Experience,0,0,86.2,0,66.8,28.3,48.7,46.1,0.16,0,-0.03
Female,Black,21,0,Citizen,3,PhD,2,1,2.0,59.9,34.4,1,19.3,3,Average Company,1,0,74.0,2,77.2,34.7,48.0,50.6,0.2516,1,-0.38
